web-scraper-order,web-scraper-start-url,main,main-href,text
"1586557284-7699","https://www.azzaman.com/category/news/page/25","الشريف علي يدخل سباق الترشّح لمنصب رئاسة الوزراء","https://www.azzaman.com/%d8%a7%d9%84%d8%b4%d8%b1%d9%8a%d9%81-%d8%b9%d9%84%d9%8a-%d9%8a%d8%af%d8%ae%d9%84-%d8%b3%d8%a8%d8%a7%d9%82-%d8%a7%d9%84%d8%aa%d8%b1%d8%b4%d9%91%d8%ad-%d9%84%d9%85%d9%86%d8%b5%d8%a8-%d8%b1%d8%a6%d8%a7/","بغداد  – الزمان"
"1586557653-8903","https://www.azzaman.com/category/news/page/21","لا دور بخدمة آسيا وكورك وزين","https://www.azzaman.com/%d9%84%d8%a7-%d8%b9%d9%84%d8%a7%d9%82%d8%a9-%d8%a8%d8%ae%d8%af%d9%85%d8%a9-%d8%a2%d8%b3%d9%8a%d8%a7-%d9%88%d9%83%d9%88%d8%b1%d9%83-%d9%88%d8%b2%d9%8a%d9%86/","2- الشركة العامة للبريد والتوفير وتعنى بتوفير الخدمات البريدية والمالية والمصرفية للجهات الحكومية والمواطنين داخل العراق وخارجه"
"1586557524-8410","https://www.azzaman.com/category/news/page/22","تواصل مسلسل قطع الطرق والأمم المتحدة تحذّر من قمع المحتجين السلميين","https://www.azzaman.com/%d8%aa%d9%88%d8%a7%d8%b5%d9%84-%d9%85%d8%b3%d9%84%d8%b3%d9%84-%d9%82%d8%b7%d8%b9-%d8%a7%d9%84%d8%b7%d8%b1%d9%82-%d9%88%d8%a7%d9%84%d8%a3%d9%85%d9%85-%d8%a7%d9%84%d9%85%d8%aa%d8%ad%d8%af%d8%a9-%d8%aa/","المحافظات – مراسلو (الزمان)"
"1586557272-7673","https://www.azzaman.com/category/news/page/25","صالح لـ (الزمان): ستراتيجية التفاوض سياسة إحتواء إقتصادية","https://www.azzaman.com/%d8%b5%d8%a7%d9%84%d8%ad-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d8%b3%d8%aa%d8%b1%d8%a7%d8%aa%d9%8a%d8%ac%d9%8a%d8%a9-%d8%a7%d9%84%d8%aa%d9%81%d8%a7%d9%88%d8%b6-%d8%b3%d9%8a%d8%a7%d8%b3/","ولفت صالح لـ (الزمان) امس الى (ما زالت ايران خارج قيد السياسة الخارجية للولايات المتحدة بمسالتين ، الأولى انها خارج قيد سياسة الاحتواء، على الرغم من الحصار الاقتصادي المفروض من الدولة العظمى وبعض شركائها الاوروبيين، حيث يمثل الاأحتواء واحدة من قواعد اللعبة في ادارة السياسة الخارجية الامريكية منذ الحرب الثانية ، بغية استدامة مراكز نفوذ الولايات المتحدة حول العالم ، والثانية لم تصل ايران بعد الى اتفاقات شاملة مع نادي الدول الكبرى بشان توازن السلاح الاستراتيجي والاستخدام التكتيكي لاسلحة الحرب والدمار الشامل ، لاسيما استخدام السلاح الصاروخي او البالستي او حتى النووي او اية اسلحة ، ومثل هكذا اتفاقات في احلال التوازن الدولي لابد من ان تضمن للولايات المتحدة السلام والاستقرار مع الاحتفاظ بالهيمنة كدولة عظمى قطعاً). واضاف انه (بناء على ماتقدم ، فان ايران امست من الدول القوية والمؤثرة والمؤهلة في بناء مستقبل ميزان القوة العالمية ، لذا ستتجنب ايران الحرب طالما لاتهدد او تمس وجودها الراهن ، ادراكاً باهمية الاحتفاظ على مركزها الاستراتيجي الطويل الاجل ، وتدخل لامحال الى النادي التفاوضي الدبلوماسي الدولي لبلوغ نقطة التوازن مع الولايات المتحدة دون ان تفقد امريكا في الوقت الحاضر هيمنتها الكامنة على العالم)."
"1586557362-7920","https://www.azzaman.com/category/news/page/24","الصناعـات المطاطيـة تبدأ إنتاج تدويـر الإطارات","https://www.azzaman.com/%d8%a7%d9%84%d8%b5%d9%86%d8%a7%d8%b9%d9%80%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%b7%d9%8a%d9%80%d8%a9-%d8%aa%d8%a8%d8%af%d8%a3-%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d8%aa%d8%af%d9%88%d9%8a%d9%80/","بغداد – الزمان"
"1586557280-7688","https://www.azzaman.com/category/news/page/25","إصابة 60 من الشرطة والمتظاهرين قرب جامعة واسط","https://www.azzaman.com/%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9-60-%d9%85%d9%86-%d8%a7%d9%84%d8%b4%d8%b1%d8%b7%d8%a9-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d8%b8%d8%a7%d9%87%d8%b1%d9%8a%d9%86-%d9%82%d8%b1%d8%a8-%d8%ac%d8%a7%d9%85%d8%b9%d8%a9/","ونظم المئات من طلبة جامعة الكوفة والإعداديات في النجف امس الأحد، مسيرة لدعم التظاهرات التي تشهدها محافظات عدة. وتناقل ناشطون على مواقع التواصل الاجتماعي مقطع فيديو يظهر تعرض القوات الامنية قرب جامعة واسط الى اعتداء.وبحسب الناشطين فإن (متظاهرين اعتدوا على القوات الامنية بالحجارة ما ادى الى وقوع اصابات)."
"1586557304-7776","https://www.azzaman.com/category/news/page/24","خبير لـ (الزمان) : لا فائدة من إرتفاع اسعار النفط في...","https://www.azzaman.com/%d8%ae%d8%a8%d9%8a%d8%b1-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d9%84%d8%a7-%d9%81%d8%a7%d8%a6%d8%af%d8%a9-%d9%85%d9%86-%d8%a5%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%a7%d8%b3%d8%b9%d8%a7/","بدوره  قال وزير النفط الإيراني بيجن زنغنه عقب هجوم إيران الصاروخي على أهداف أمريكية في العراق، إن (طهران تستفيد من ارتفاع أسعار الخام)."
"1586556396-6472","https://www.azzaman.com/category/news/page/30","البرلمان يقر قانون الإنتخابات بدوائر متعددة ويشرع بتعديل مواد التقاعد","https://www.azzaman.com/%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-%d9%8a%d9%82%d8%b1-%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%a5%d9%86%d8%aa%d8%ae%d8%a7%d8%a8%d8%a7%d8%aa-%d8%a8%d8%af%d9%88%d8%a7%d8%a6%d8%b1/",""
"1586556460-6671","https://www.azzaman.com/category/news/page/29","اعتقال نائب ياباني فاسد.. ماذا فعل؟","https://www.azzaman.com/%d8%a7%d8%b9%d8%aa%d9%82%d8%a7%d9%84-%d9%86%d8%a7%d8%a6%d8%a8-%d9%8a%d8%a7%d8%a8%d8%a7%d9%86%d9%8a-%d9%81%d8%a7%d8%b3%d8%af/","واكيموتو الذي نفى في تغريدة الاتهامات الموجه اليه كان مكلفا الإشراف على سياسة الحكومة لإنشاء الكازينوهات في البلاد."
"1586557389-8033","https://www.azzaman.com/category/news/page/24","أمين عام مجلس الوزراء يتراجع عن إستقالته","https://www.azzaman.com/%d8%a3%d9%85%d9%8a%d9%86-%d8%b9%d8%a7%d9%85-%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d9%88%d8%b2%d8%b1%d8%a7%d8%a1-%d9%8a%d8%aa%d8%b1%d8%a7%d8%ac%d8%b9-%d8%b9%d9%86-%d8%a5%d8%b3%d8%aa%d9%82%d8%a7%d9%84/","موضحا ان  (من بين القرارات تخويل المحافظين تشغيل الأجراء اليوميين من ايراداتهم الذاتية لمدة ثلاثة اشهر قابلة للتجديد كما وافق على توصية المجلس الوزاري للخدمات الاجتماعية بشأن الموافقة على مشروع شبكات مجاري العزيزية من قرار مجلس الوزراء 170 لسنة 2019 مع قيام وزارة الإعمار والاسكان والبلديات العامة بالتنسيق بينها وبين وزارة التخطيط بإعادة تسعير الفقرات المتبقية للمشروع)."
"1586557420-8124","https://www.azzaman.com/category/news/page/23","موظفون بلا رواتب وأطباء يغادرون المستشفيات وأساتذة الجامعة في غياهب المجهول","https://www.azzaman.com/%d9%85%d9%88%d8%b8%d9%81%d9%88%d9%86-%d8%a8%d9%84%d8%a7-%d8%b1%d9%88%d8%a7%d8%aa%d8%a8-%d9%88%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1-%d9%8a%d8%ba%d8%a7%d8%af%d8%b1%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d8%aa/","بغداد – الزمان"
"1586557306-7788","https://www.azzaman.com/category/news/page/24","بحيرة حمرين بديالى تحقق الإكتفاء الذاتي من الأسماك لستة أشهر","https://www.azzaman.com/%d8%a8%d8%ad%d9%8a%d8%b1%d8%a9-%d8%ad%d9%85%d8%b1%d9%8a%d9%86-%d8%a8%d8%af%d9%8a%d8%a7%d9%84%d9%89-%d8%aa%d8%ad%d9%82%d9%82-%d8%a7%d9%84%d8%a5%d9%83%d8%aa%d9%81%d8%a7%d8%a1-%d8%a7%d9%84%d8%b0%d8%a7/","وأضاف مهدي، أن  (اسباب الانتحار متعددة بينها اقتصادية واخرى تتعلق بالمشاكل المجتمعية) ، لافتا الى ان  (الانتحار لم يعد حالات فردية بل ظاهرة بدأت تثير قلق الراي العام في ديالى بشكل عام خاصة بالسنوات الاخيرة)."
"1586556383-6398","https://www.azzaman.com/category/news/page/30","أزمة بين أمريكا ودولة افريقية بسبب  قضية الشذوذ الجنسي","https://www.azzaman.com/%d8%a3%d8%b2%d9%85%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d9%88%d8%af%d9%88%d9%84%d8%a9-%d8%a7%d9%81%d8%b1%d9%8a%d9%82%d9%8a%d8%a9-%d8%a8%d8%b3%d8%a8%d8%a8-%d9%82%d8%b6%d9%8a/","ويواجه لونغو الذي يتولى الرئاسة في زامبيا منذ عام 2015 انتقادات متزايدة تتهمه بالقيام بحملة على المعارضة والسعي لتشديد بضته على السلطة قبل انتخابات عام 2021."
"1586556408-6514","https://www.azzaman.com/category/news/page/29","كنيسة نوتردام  في باريس تخسر قداس الميلاد للمرة الأولى منذ...","https://www.azzaman.com/%d9%83%d9%86%d9%8a%d8%b3%d8%a9-%d9%86%d9%88%d8%aa%d8%b1%d8%af%d8%a7%d9%85-%d9%81%d9%8a-%d8%a8%d8%a7%d8%b1%d9%8a%d8%b3-%d8%aa%d8%ae%d8%b3%d8%b1-%d9%82%d8%af%d8%a7%d8%b3-%d8%a7%d9%84%d9%85%d9%8a%d9%84/","وبينما كان قداس العائلات هذا يجري في كنيسة سان جيرما لوكسروا، ترأس اسقف باريس في غرب باريس قداس منتصف الليل أيضا."
"1586557176-7353","https://www.azzaman.com/category/news/page/26","الدفاع: لا عودة لداعش والحدود ممسوكة بقوة","https://www.azzaman.com/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9-%d9%84%d8%a7-%d8%b9%d9%88%d8%af%d8%a9-%d9%84%d8%af%d8%a7%d8%b9%d8%b4-%d9%88%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d9%85%d9%85%d8%b3%d9%88%d9%83%d8%a9-%d8%a8%d9%82/",""
"1586557237-7532","https://www.azzaman.com/category/news/page/25","المنحة التركية تفتح التسجيل وتسلّم الطلبات","https://www.azzaman.com/%d8%a7%d9%84%d9%85%d9%86%d8%ad%d8%a9-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a%d8%a9-%d8%aa%d9%81%d8%aa%d8%ad-%d8%a7%d9%84%d8%aa%d8%b3%d8%ac%d9%8a%d9%84-%d9%88%d8%aa%d8%b3%d9%84%d9%91%d9%85-%d8%a7%d9%84/","https://turkiyeburslari.gov.tr/"
"1586557615-8790","https://www.azzaman.com/category/news/page/21","رشا 6 ملايين دولار لشخصيات عراقية بعد عملية طويلة من المناورة...","https://www.azzaman.com/%d8%b1%d8%b4%d8%a7-6-%d9%85%d9%84%d8%a7%d9%8a%d9%8a%d9%86-%d8%af%d9%88%d9%84%d8%a7%d8%b1-%d9%84%d8%b4%d8%ae%d8%b5%d9%8a%d8%a7%d8%aa-%d8%b9%d8%b1%d8%a7%d9%82%d9%8a%d8%a9-%d8%a8%d8%b9%d8%af-%d8%b9%d9%85/","وأبلغ برومبتون المحلفين بمحكمة ساذرك كراون في لندن (الغرض… كان التأكد من أن وثائق العطاءات… من حيث المواصفات الفنية ووثائق التصميمات تلائم الشركة التي ترغب أونا أويل في التحالف معها… تلائم تلك الشركة على حساب منافسيها)."
"1586557183-7375","https://www.azzaman.com/category/news/page/26","النص الحرفي لبيان الحرس الثوري بعد قصفه القوات الأميركية في العراق","https://www.azzaman.com/%d8%a7%d9%84%d9%86%d8%b5-%d8%a7%d9%84%d8%ad%d8%b1%d9%81%d9%8a-%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d9%8a-%d8%a8%d8%b9%d8%af-%d9%82%d8%b5%d9%81/","تفاصيل (هذه العملية) سيتم الاعلان عنها لاحقا للامة الايرانية الكريمة والعالم الاسلامي،"
"1586556774-7014","https://www.azzaman.com/category/news/page/27","تحذيرات من أزمة دبلوماسية تضع العراق في أتون صراعات إقليمية ودولية","https://www.azzaman.com/%d8%aa%d8%ad%d8%b0%d9%8a%d8%b1%d8%a7%d8%aa-%d9%85%d9%86-%d8%a3%d8%b2%d9%85%d8%a9-%d8%af%d8%a8%d9%84%d9%88%d9%85%d8%a7%d8%b3%d9%8a%d8%a9-%d8%aa%d8%b6%d8%b9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82-%d9%81/","فيما اكد مصدر ثان ان قواعد عدة تضيف القوات الامريكية دخلت حالة تأهب تحسباً لاعتداءات بعد الاحداث التي شهدتها السفارة."
"1586557605-8734","https://www.azzaman.com/category/news/page/21","الدول والمناطق التي أصابها فيروس كورونا المرعب","https://www.azzaman.com/%d8%a7%d9%84%d8%af%d9%88%d9%84-%d9%88%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d8%a7%d9%84%d8%aa%d9%8a-%d8%a3%d8%b5%d8%a7%d8%a8%d9%87%d8%a7-%d9%81%d9%8a%d8%b1%d9%88%d8%b3-%d9%83%d9%88%d8%b1%d9%88/","وكذلك كان حال خمسينية تعيش في ووهان، وصلت في 21 كانون الثاني/يناير."
"1586557084-7109","https://www.azzaman.com/category/news/page/27","إسرائيل تدخل حالة تأهب قصوى في سفاراتها وعلى الحدود","https://www.azzaman.com/%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84-%d8%aa%d8%af%d8%ae%d9%84-%d8%ad%d8%a7%d9%84%d8%a9-%d8%aa%d8%a3%d9%87%d8%a8-%d9%82%d8%b5%d9%88%d9%89-%d9%81%d9%8a-%d8%b3%d9%81%d8%a7%d8%b1%d8%a7%d8%aa%d9%87/","نتنياهو يقطع زيارته إلى اليونان بعد مقتل سليماني"
"1586557426-8141","https://www.azzaman.com/category/news/page/23","التربية تعد بتحويل المحاضرين المجانيين لعقود وزارية","https://www.azzaman.com/%d8%a7%d9%84%d8%aa%d8%b1%d8%a8%d9%8a%d8%a9-%d8%aa%d8%b9%d8%af-%d8%a8%d8%aa%d8%ad%d9%88%d9%8a%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d9%85%d8%ac%d8%a7%d9%86%d9%8a/","التربية تعد بتحويل المحاضرين المجانيين لعقود وزارية"
"1586557541-8481","https://www.azzaman.com/category/news/page/22","هجرة خانقين  تكشف عن إنخفاض أعداد نازحي مخيمات الوند","https://www.azzaman.com/%d8%a7%d9%84%d8%b4%d9%85%d8%b1%d9%8a-%d9%8a%d8%aa%d8%b3%d9%84%d9%91%d9%85-%d9%85%d9%86%d8%b5%d8%a8-%d9%82%d8%a7%d8%a6%d8%af-%d8%b4%d8%b1%d8%b7%d8%a9-%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d8%af%d9%8a/","اعلنت قيادة شرطة محافظة ديالى ان  ( اللواء حامد خليل يعقوب الشمري تسلم مهام قائد شرطة ديالى خلفا للواء فيصل كاظم العبادي)."
"1586557154-7271","https://www.azzaman.com/category/news/page/26","تحركات لصالح وعبد المهدي بهدف تفادي التصعيد وتأمين السيادة","https://www.azzaman.com/%d8%aa%d8%ad%d8%b1%d9%83%d8%a7%d8%aa-%d9%84%d8%b5%d8%a7%d9%84%d8%ad-%d9%88%d8%b9%d8%a8%d8%af-%d8%a7%d9%84%d9%85%d9%87%d8%af%d9%8a-%d8%a8%d9%87%d8%af%d9%81-%d8%aa%d9%81%d8%a7%d8%af%d9%8a-%d8%a7%d9%84/","وفي اليوم نفسه تلقى صالح اتصالاً مماثلاً من رئيس الوزراء الإيطالي جوزيبي كونتي بحثا خلاله التطورات في منطقة الشرق الاوسط والموقف الدولي منها وفيما أكد رئيس الوزراء الإيطالي حرص بلاده على استقرار العراق وسيادته وضرورة ضبط النفس ومنع التوتر في المنطقة، أشار رئيس الجمهورية الى احترام العراق لتعهداته الدولية."
"1586557179-7365","https://www.azzaman.com/category/news/page/26","مقتل وإصابة نحو 250 شخصاً في تدافع تشييع جنازة قائد فيلق...","https://www.azzaman.com/%d9%85%d9%82%d8%aa%d9%84-%d9%88%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9-%d9%86%d8%ad%d9%88-250-%d8%b4%d8%ae%d8%b5%d8%a7%d9%8b-%d9%81%d9%8a-%d8%aa%d8%af%d8%a7%d9%81%d8%b9-%d8%aa%d8%b4%d9%8a%d9%8a%d8%b9-%d8%ac/","من جهتها،  قالت كيليان كونواي مستشارة البيت الأبيض إن (الرئيس ترامب لا يزال مستعدا لمناقشة صفقة جديدة مع إيران بشأن برنامجها النووي،  فيما أكدت وزارة الخارجية الروسية،  أنه يجب على الدول المشاركة في خطة العمل الشاملة الخاصة ببرنامج إيران النووي بذل جهود جدية للحفاظ على الخطة."
"1586557541-8497","https://www.azzaman.com/category/news/page/22","هجرة خانقين  تكشف عن إنخفاض أعداد نازحي مخيمات الوند","https://www.azzaman.com/%d8%a7%d9%84%d8%b4%d9%85%d8%b1%d9%8a-%d9%8a%d8%aa%d8%b3%d9%84%d9%91%d9%85-%d9%85%d9%86%d8%b5%d8%a8-%d9%82%d8%a7%d8%a6%d8%af-%d8%b4%d8%b1%d8%b7%d8%a9-%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d8%af%d9%8a/","من جهة اخرى، اكد رئيس مجلس ناحية العظيم في محافظة ديالى  محمد ضيفان العبيدي ،  أن  (الامطار الغزيرة التي هطلت لساعات اسهمت في انقاذ اكثر من 30 الف دونم من المحاصيل الزراعية خاصة محصولي الحنطة والشعير من هــــــلاك بسبب شح المياه ) ."
"1586557655-8928","https://www.azzaman.com/category/news/page/21","تراجع التيار الكهربائي في كربلاء بسبب نقص الوقود","https://www.azzaman.com/%d8%aa%d8%b1%d8%a7%d8%ac%d8%b9-%d8%a7%d9%84%d8%aa%d9%8a%d8%a7%d8%b1-%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a-%d9%81%d9%8a-%d9%83%d8%b1%d8%a8%d9%84%d8%a7%d8%a1-%d8%a8%d8%b3%d8%a8%d8%a8/","تجهيز مناطق"
"1586556545-6860","https://www.azzaman.com/category/news/page/28","جرحى في اعتداء يستهدف منزل حاخام قرب نيويورك","https://www.azzaman.com/%d8%ac%d8%b1%d8%ad%d9%89-%d9%81%d9%8a-%d8%a7%d8%b9%d8%aa%d8%af%d8%a7%d8%a1-%d9%8a%d8%b3%d8%aa%d9%87%d8%af%d9%81-%d9%85%d9%86%d8%b2%d9%84-%d8%ad%d8%a7%d8%ae%d8%a7%d9%85-%d9%82%d8%b1%d8%a8-%d9%86%d9%8a/","وكتب على تويتر “لن نسمح بأن يصبح ذلك واقعا عاديًا جديدًا” مضيفاً “سنستخدم كل الوسائل المتاحة لدينا كي تتوقف هذه الاعتداءات بشكل نهائي”."
"1586557600-8706","https://www.azzaman.com/category/news/page/21","ارتفاع الوفيّات بفيروس كورونا المستجدّ بالصين إلى 25 والحالات المؤكدة إلى...","https://www.azzaman.com/%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%a7%d9%84%d9%88%d9%81%d9%8a%d9%91%d8%a7%d8%aa-%d8%a8%d9%81%d9%8a%d8%b1%d9%88%d8%b3-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d8%ac/","وأضاف أن لا دليل حتى اليوم على انتقال العدوى من انسان لآخر خارج الصين."
"1586557555-8525","https://www.azzaman.com/category/news/page/22","زيدان يستقبل المستشار الخاص لأمين عام الأمم المتحدة","https://www.azzaman.com/%d8%b2%d9%8a%d8%af%d8%a7%d9%86-%d9%8a%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d8%b4%d8%a7%d8%b1-%d8%a7%d9%84%d8%ae%d8%a7%d8%b5-%d9%84%d8%a3%d9%85%d9%8a%d9%86-%d8%b9%d8%a7%d9%85/","الأوساط القانونية تحتفل بيوم القضاء العراقي"
"1586557198-7406","https://www.azzaman.com/category/news/page/26","نائب يكشف عن مظلومية  مناطق ريف ديالى على مدى  16 سنة","https://www.azzaman.com/%d9%86%d8%a7%d8%a6%d8%a8-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%85%d8%b8%d9%84%d9%88%d9%85%d9%8a%d8%a9-%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d8%b1%d9%8a%d9%81-%d8%af%d9%8a%d8%a7%d9%84%d9%89-%d8%b9/","ومن جانب آخر اعلنت قيادة شرطة ديالى،  القاء القبض على 16 مطلوباً احدهم ارهابي في مناطــــــق متفرقة من المحافـــــــظة. وقالت القيادة في بيان، تلقته الـ (الزمان)، ان (مفارز الشرطة في بعقوبة القت القبض على 15 مطلوباً صادرة عليهم اوامر قبض قضائية، وتم اتخاذ الاجراءات القانونية بحقهم). وأضافت انه  ( تم القاء القبض على مطلوب واحد وفق المادة 4 ارهاب، في قضاء المقدادية وتم اتخاذ الاجراءات القانونية بحقه). فيما أكد مكتب حقوق الانسان في محافظة ديالى  ، أن 90 بالمئة من ضحايا الابتزاز الالكتروني داخل المحافظة، لا يلجؤون للقوات الأمنية للإبلاغ عن حالات الابـــتزاز. وقال مدير مـــــــكتب حقوق الانسان في ديالى صلاح مهدي لـ (الزمان)، إن  (حالات الابتزاز الالكتروني خاصة لمواقع التواصل الاجتماعي في تصاعد مستمر) ، لافتًا الى أن  (90 بالمئة  من الضحايا لا يلجؤون للقوات الامنية من خلال الابلاغ الرسمي خاصة للفتيات اللاتي يخشين تطور الوضع وفضحهن في ظل تقاليد مجتمعية محافظة) وأضاف مهدي، أن  (الطريقة الأكثر ً شيوعا التي يعتمدها جزء كبير من الضحايا في مواجهة تهديدات المبتزين، هو اللجوء الى هكر صديق لغلق الحسابات او محاولة ايجاد اي حلول أخرى) ، لافتا الى أن  (بعض المبتــــــــــزين ممن جرى اعتـــقالهم كان هـــــــدفهم الاساسي الحصول على المال) ."
"1586556345-6325","https://www.azzaman.com/category/news/page/30","مَن هو الزعيم الفعلي الجديد لتنظيم داعش ؟","https://www.azzaman.com/%d9%85%d9%8e%d9%86-%d9%87%d9%88-%d8%a7%d9%84%d8%b2%d8%b9%d9%8a%d9%85-%d8%a7%d9%84%d9%81%d8%b9%d9%84%d9%8a-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-%d9%84%d8%aa%d9%86%d8%b8%d9%8a%d9%85-%d8%af%d8%a7%d8%b9/","ولكن البعض يشكك حتى في وجوده، ما يشير إلى أنه لم يتم بعد تعيين الشخص الذي قد يملك الشرعية اللازمة لقيادة التنظيم."
"1586557653-8916","https://www.azzaman.com/category/news/page/21","لا دور بخدمة آسيا وكورك وزين","https://www.azzaman.com/%d9%84%d8%a7-%d8%b9%d9%84%d8%a7%d9%82%d8%a9-%d8%a8%d8%ae%d8%af%d9%85%d8%a9-%d8%a2%d8%b3%d9%8a%d8%a7-%d9%88%d9%83%d9%88%d8%b1%d9%83-%d9%88%d8%b2%d9%8a%d9%86/","فوزارة الاتصالات هي مؤسسة مسؤولة عن رسم سياسة قطاع الاتصالات والمعلومات، وانشأ البنى التحتية الخاصة بالاتصالات، وإدارة مزودي خدمة الانترنيت، وتنظيم محتواه، فضلاً عن تقديم خدمات البريد والتوفير ومنظومات المراقبة الفيديوية."
"1586556463-6692","https://www.azzaman.com/category/news/page/29","السيسي يعلن دعمه لحفتر وتركيا تبت في ارسال قواتها الى طرابلس...","https://www.azzaman.com/%d8%a7%d9%84%d8%b3%d9%8a%d8%b3%d9%8a-%d9%8a%d8%b9%d9%84%d9%86-%d8%af%d8%b9%d9%85%d9%87-%d9%84%d8%ad%d9%81%d8%aa%d8%b1-%d9%88%d8%aa%d8%b1%d9%83%d9%8a%d8%a7-%d8%aa%d8%a8%d8%aa-%d9%81%d9%8a-%d8%a7%d8%b1/","واضاف أنه “أمر في صميم الأمن القومي المصري”، مشيرا الى أن السودان وليبيا “دول جوار” مباشر لمصر."
"1586557280-7684","https://www.azzaman.com/category/news/page/25","إصابة 60 من الشرطة والمتظاهرين قرب جامعة واسط","https://www.azzaman.com/%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9-60-%d9%85%d9%86-%d8%a7%d9%84%d8%b4%d8%b1%d8%b7%d8%a9-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d8%b8%d8%a7%d9%87%d8%b1%d9%8a%d9%86-%d9%82%d8%b1%d8%a8-%d8%ac%d8%a7%d9%85%d8%b9%d8%a9/",""
"1586557176-7352","https://www.azzaman.com/category/news/page/26","الدفاع: لا عودة لداعش والحدود ممسوكة بقوة","https://www.azzaman.com/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9-%d9%84%d8%a7-%d8%b9%d9%88%d8%af%d8%a9-%d9%84%d8%af%d8%a7%d8%b9%d8%b4-%d9%88%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d9%85%d9%85%d8%b3%d9%88%d9%83%d8%a9-%d8%a8%d9%82/","بدورها ،  اتلفت الهيئة العامة للكمارك شحنة ادوية بشرية ومعسل ومواد تغليف موسومة مخالفة في كمرك الشحن الجوي.وذكرت الهيئة في بيان انه (تم إتلاف شحنة ادوية بشرية ومواد غذائية ومعسل ومواد تغليف موسومة في كمرك الشحن الجوي مخالفة للضوابط والتعليمات النافذة)،  واوضح البيان ان (عملية الاتلاف تمت من قبل لجنة مختصة شكلت لهذا الغرض مع الجهات الساندة العاملة في المرك في مطار بغداد الدولي)،   مؤكداً (اتخاذ الإجراءات القانونية بحق المخالفات وفق المادة 68/ثانيا من قانون الهيئة النافذ رقم  23لسنة 1984المعدل والتعليمات النافذة)."
"1586556385-6411","https://www.azzaman.com/category/news/page/30","المنتجات النفطية تحدّث شروط السلامة للحوضيات","https://www.azzaman.com/%d8%a7%d9%84%d9%85%d9%86%d8%aa%d8%ac%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d9%81%d8%b7%d9%8a%d8%a9-%d8%aa%d8%ad%d8%af%d9%91%d8%ab-%d8%b4%d8%b1%d9%88%d8%b7-%d8%a7%d9%84%d8%b3%d9%84%d8%a7%d9%85%d8%a9-%d9%84/","وتابع، من الشروط الأخرى إضافة لائحة جانبية تحمل السعة الخاصة بالحمولة وأيضا خاصة بالعجلة عندما تكون فارغة، فضلاً عن أرقام الطوارئ."
