web-scraper-order,web-scraper-start-url,main,main-href,text
"1586557592-8686","https://www.azzaman.com/category/news/page/21","العراق: تساقط ثلوج شمالاً وزخات مطر في الوسط","https://www.azzaman.com/%d8%a7%d9%84%d8%a3%d9%86%d9%88%d8%a7%d8%a1-%d8%aa%d8%b3%d8%a7%d9%82%d8%b7-%d8%ab%d9%84%d9%88%d8%ac-%d8%b4%d9%85%d8%a7%d9%84%d8%a7%d9%8b-%d9%88%d8%b2%d8%ae%d8%a7%d8%aa-%d9%85%d8%b7%d8%b1-%d9%81%d9%8a/","بغداد – فائز جواد"
"1586556735-6950","https://www.azzaman.com/category/news/page/28","العظيم تشكو من إنقطاع الكهرباء منذ  20 يوماً","https://www.azzaman.com/%d8%a7%d9%84%d8%b9%d8%b8%d9%8a%d9%85-%d8%aa%d8%b4%d9%83%d9%88-%d9%85%d9%86-%d8%a5%d9%86%d9%82%d8%b7%d8%a7%d8%b9-%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-%d9%85%d9%86%d8%b0-20-%d9%8a/","واضاف الحيالي لـ (الزمان )ان  (حملة تطهير مدارس ناحية ابي صيدا المركز من المخلفات التي تركتها الاشتباكات العشائرية انتهت بعد اجراء عملية تمشيط واسعة من قبل الاجهزة الامنية المختصة) . واوضح  الحياليان  (ادارة ناحية ابي صيدا اصدرت توجيهات للكوادر التدريسية بضرورة ابلاغ الاهالي بأن الاسبوع الحالي  دوام رسمي في كل المدارس بعد اغلاقها لأكثر من اسبوع بسبب الاشتباكات العشائرية وتداعياتها على الامن بشكل عام)لافتا الى ان  (الاوضاع الامنية في مركز الناحية مستقرة وهادئة  وعملية فرض القانون مستمرة في تطبيق كل مساراتها)  ."
"1586557183-7374","https://www.azzaman.com/category/news/page/26","النص الحرفي لبيان الحرس الثوري بعد قصفه القوات الأميركية في العراق","https://www.azzaman.com/%d8%a7%d9%84%d9%86%d8%b5-%d8%a7%d9%84%d8%ad%d8%b1%d9%81%d9%8a-%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ab%d9%88%d8%b1%d9%8a-%d8%a8%d8%b9%d8%af-%d9%82%d8%b5%d9%81/","زمن تحقق الوعد الصادق قد حلّ، وباذن الله تعالى فقد تمكّن أبطال القوة الجوفضائية للحرس الثوري الشجعان في عمليات ناجحة باسم “عمليات الشهيد سليماني” وبكلمة السرّ المقدسة “يا زهراء” من دكّ القاعدة الجوية الاحتلالية للجيش الأميركي الإرهابي والعدواني المسمّاة “عين الأسد” بعشرات الصواريخ “أرض- أرض”، وذلك ردّاً على العمليات الإجرامية والإرهابية للقوات الأميركية المعتدية وثأراً لعملية الاغتيال الغادرة للشهيد المظلوم والقائد البطل والمضحّي والزاخر بالمفاخر لقوات “القدس” التابعة للحرس الثوري الفريق سليماني."
"1586557454-8264","https://www.azzaman.com/category/news/page/23","صحفيون يرفضون دعوات حمل السلاح ويفاتحون جهات دولية للتدخل ووقف الإنتهاكات","https://www.azzaman.com/%d8%b5%d8%ad%d9%81%d9%8a%d9%88%d9%86-%d9%8a%d8%b1%d9%81%d8%b6%d9%88%d9%86-%d8%af%d8%b9%d9%88%d8%a7%d8%aa-%d8%ad%d9%85%d9%84-%d8%a7%d9%84%d8%b3%d9%84%d8%a7%d8%ad-%d9%88%d9%8a%d9%81%d8%a7%d8%aa%d8%ad/","ونقل بيان تلقته (الزمان) عن مدير الشبكة سامان نوح القول ان (الملتقى الذي عقدته الشبكة  للصحافة الاستقصائية وبدعم من منظمة أ . ام . اس تضمن ست جلسات حوارية عامة،وجلسات تشاورية شارك فيها أكثر من 30 متحدثا من الصحفيين والاكاديميين وقادة منظمات معنية بالشأن الصحفي،الى جانب ورشتين تدربيتين تركزتا على فَنَي كتابة التقارير السردية والفيتشر شارك فيهما 40 صحفيا وطالبا)."
"1586556545-6850","https://www.azzaman.com/category/news/page/28","جرحى في اعتداء يستهدف منزل حاخام قرب نيويورك","https://www.azzaman.com/%d8%ac%d8%b1%d8%ad%d9%89-%d9%81%d9%8a-%d8%a7%d8%b9%d8%aa%d8%af%d8%a7%d8%a1-%d9%8a%d8%b3%d8%aa%d9%87%d8%af%d9%81-%d9%85%d9%86%d8%b2%d9%84-%d8%ad%d8%a7%d8%ae%d8%a7%d9%85-%d9%82%d8%b1%d8%a8-%d9%86%d9%8a/","وقال شاهد عيان هو آرون كون “صلّيت من أجل حياتي”. وأضاف في حديث لصحيفة “نيويورك تايمز” أن السلاح الأبيض الذي استخدمه المهاجم “كان بحجم عصا مكنسة”."
"1586557266-7639","https://www.azzaman.com/category/news/page/25","ديالى تكشف عن قرار بإغلاق مخيم معسكر سعد للنازحين","https://www.azzaman.com/%d8%af%d9%8a%d8%a7%d9%84%d9%89-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a8%d8%a5%d8%ba%d9%84%d8%a7%d9%82-%d9%85%d8%ae%d9%8a%d9%85-%d9%85%d8%b9%d8%b3%d9%83%d8%b1-%d8%b3%d8%b9/","ومن جانب آخر كشف قائممقام قضاء بعقوبة  ، عن حجم التلوث في اثنين من اهم أنهر المحافظة."
"1586556367-6356","https://www.azzaman.com/category/news/page/30","السيستاني: وفاة الخلخالي خسارة فادحة","https://www.azzaman.com/%d8%a7%d9%84%d8%b3%d9%8a%d8%b3%d8%aa%d8%a7%d9%86%d9%8a-%d9%88%d9%81%d8%a7%d8%a9-%d8%a7%d9%84%d8%ae%d9%84%d8%ae%d8%a7%d9%84%d9%8a-%d8%ae%d8%b3%d8%a7%d8%b1%d8%a9-%d9%81%d8%a7%d8%af%d8%ad%d8%a9/","السيستاني: وفاة الخلخالي خسارة فادحة"
"1586557143-7232","https://www.azzaman.com/category/news/page/26","محتجّون لـ (الزمان) : نحذّر من تجاهل مطالبنا","https://www.azzaman.com/%d9%85%d8%ad%d8%aa%d8%ac%d9%91%d9%88%d9%86-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d9%86%d8%ad%d8%b0%d9%91%d8%b1-%d9%85%d9%86-%d8%aa%d8%ac%d8%a7%d9%87%d9%84-%d9%85%d8%b7%d8%a7%d9%84/","محتجّون لـ (الزمان) : نحذّر من تجاهل مطالبنا"
"1586557541-8487","https://www.azzaman.com/category/news/page/22","هجرة خانقين  تكشف عن إنخفاض أعداد نازحي مخيمات الوند","https://www.azzaman.com/%d8%a7%d9%84%d8%b4%d9%85%d8%b1%d9%8a-%d9%8a%d8%aa%d8%b3%d9%84%d9%91%d9%85-%d9%85%d9%86%d8%b5%d8%a8-%d9%82%d8%a7%d8%a6%d8%af-%d8%b4%d8%b1%d8%b7%d8%a9-%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d8%af%d9%8a/","واضاف المعموري  إننا (إذ ندين بأشد عبارات الإدانة هذه الجريمة الإرهابية الجبانة  ندعو الأجهزة الأمنية في محافظة ديالى إلى إتخاذ إجراءاتها اللازمة للكشف عن ملابسات الحادث الجبان وتقديم الجناة إلى المحاكم المختصة لينالوا جزاؤهم العادل ) ."
"1586557594-8693","https://www.azzaman.com/category/news/page/21","طريق الموت يحصد أرواح عائلتين في ديالى وكركوك","https://www.azzaman.com/%d8%a7%d9%84%d8%a3%d9%87%d8%a7%d9%84%d9%8a-%d9%8a%d9%86%d8%a7%d8%b4%d8%af%d9%88%d9%86-%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d8%a5%d8%b3%d9%83%d8%a7%d9%86-%d9%88%d8%a7%d9%84%d8%a5%d8%b9%d9%85%d8%a7/","العمارة – سعدون الجابري"
"1586557298-7723","https://www.azzaman.com/category/news/page/24","(الزمان) تنشر ملخّص بنود الإتفاقية بين العراق والصين","https://www.azzaman.com/%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d8%aa%d9%86%d8%b4%d8%b1-%d9%85%d9%84%d8%ae%d9%91%d8%b5-%d8%a8%d9%86%d9%88%d8%af-%d8%a7%d9%84%d8%a5%d8%aa%d9%81%d8%a7%d9%82%d9%8a%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7/","((investment account"
"1586557608-8751","https://www.azzaman.com/category/news/page/21","درع التميّز لـ (الزمان)","https://www.azzaman.com/%d8%af%d8%b1%d8%b9-%d8%a7%d9%84%d8%aa%d9%85%d9%8a%d9%91%d8%b2-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86/",""
"1586557084-7112","https://www.azzaman.com/category/news/page/27","إسرائيل تدخل حالة تأهب قصوى في سفاراتها وعلى الحدود","https://www.azzaman.com/%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84-%d8%aa%d8%af%d8%ae%d9%84-%d8%ad%d8%a7%d9%84%d8%a9-%d8%aa%d8%a3%d9%87%d8%a8-%d9%82%d8%b5%d9%88%d9%89-%d9%81%d9%8a-%d8%b3%d9%81%d8%a7%d8%b1%d8%a7%d8%aa%d9%87/","دخلت إسرائيل حالة طوارئ داخلية واستنفارا دوليا خشية الانتقام الإيراني لمقتل قائد فيلق القدس قاسم سليماني، فيما قطع رئيس الحكومة المنتهية ولايته، بنيامين نتنياهو، اجتماع القمة في اليونان. وتأتي ودة نتنياهو إلى إسرائيل على الفور، بهدف التداول مع الأجهزة الأمنية والاستخبارية والعسكرية في كيفية مواجهة تقديرات أن يكون الانتقام الأسهل لإيران هو عبر عمليات ضد أهداف إسرائيلية. وأصدر أوامره إلى وزراء ونواب حزب الليكود بعدم الإدلاء بأي تصريحات بشأن عملية الاغتيال. وعبحسب مصادر فأن الولايات المتحدة أبلغت إسرائيل بقرار اغتيال سليماني. وقبيل مغادرته اليونان أعلن نتنياهو دعم بلاده لكل خطوات الولايات المتحدة وحقها بالدفاع عن نفسها وعن مواطنيها. وبحسب نتنياهو، فإن منطقة الشرق الأوسط (صاخبة بالأحداث الدراماتيكية)، وقال (نتابع عن كثب التطورات ونبقى على اتصال دائم مع صديقتنا الكبرى، الولايات المتحدة وتنسيق الخطوات).وأغلق الجيش الإسرائيلي منذ صباح اول امس الجمعة، جبل الشيخ، أمام الإسرائيليين خشية تنفيذ عمليات انطلاقاً من سوريا، وكثّف نشر قواته على طول حدوده الشمالية مع لبنان وسوريا، وحدوده الجنوبية مع قطاع غزة. كما رفع حالة التأهب والحراسة المشددة على كل الممثليات الإسرائيلية والسفارات في دول العالم.ودعت الخارجية الإسرائيلية كل العاملين في الخارج إلى عدم التجول في بعض الدول، التي تعدها إسرائيل هدفاً سهلاً للانتقام من جانب إيران."
"1586557266-7654","https://www.azzaman.com/category/news/page/25","ديالى تكشف عن قرار بإغلاق مخيم معسكر سعد للنازحين","https://www.azzaman.com/%d8%af%d9%8a%d8%a7%d9%84%d9%89-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a8%d8%a5%d8%ba%d9%84%d8%a7%d9%82-%d9%85%d8%ae%d9%8a%d9%85-%d9%85%d8%b9%d8%b3%d9%83%d8%b1-%d8%b3%d8%b9/","كربلاء تسويق أكثر من  164 مليون بيضة مائدة و (15) مليون دجاجة"
"1586556339-6290","https://www.azzaman.com/category/news/page/30","الأمم المتحدة لـ (الزمان): مهمة المفوضين الجدد صعبة ومعقّدة","https://www.azzaman.com/%d8%a7%d9%84%d8%a3%d9%85%d9%85-%d8%a7%d9%84%d9%85%d8%aa%d8%ad%d8%af%d8%a9-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d9%85%d9%87%d9%85%d8%a9-%d8%a7%d9%84%d9%85%d9%81%d9%88%d8%b6%d9%8a%d9%86/","الأمم المتحدة لـ (الزمان): مهمة المفوضين الجدد صعبة ومعقّدة"
"1586556314-6205","https://www.azzaman.com/category/news/page/30","مراقبون لـ (الزمان): تفسير الإتحادية يضع صالح في حرج بشأن مرشح...","https://www.azzaman.com/%d9%85%d8%b1%d8%a7%d9%82%d8%a8%d9%88%d9%86-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d8%a5%d8%aa%d8%ad%d8%a7%d8%af%d9%8a%d8%a9-%d9%8a%d8%b6%d8%b9/","وقال مراقبون لـ (الزمان) امس ان (تفسير المحكمة العليا لمفهوم الكتلة النيابية الاكثر عددا يضع رئيس الجمهورية في حرج كبير بشأن تكليف شخصية بديلة عن المستقيل عادل عبد المهدي وبالتالي لابد من حسم هذا الامر والرجوع الى اولى جلسات البرلمان لمعرفة من هي الكتلة الكبرى ولاسيما ان حكومة عبد المهدي جاءت بتوافق سائرون والفتح), مؤكدين ان (المحكمة بهذا التفسير تعيد الكرة مرة اخرى لرئيس الجمهورية وكان قد سبقها في ذلك البرلمان الذي اكد ان الكتلة الكبرى هي من كلف على اساسها رئيس الحكومة المستقيلة)."
"1586557140-7215","https://www.azzaman.com/category/news/page/26","شكوى عراقية لدى الأمم المتحدة وطهران ترحّب بتصويت البرلمان","https://www.azzaman.com/%d8%b4%d9%83%d9%88%d9%89-%d8%b9%d8%b1%d8%a7%d9%82%d9%8a%d8%a9-%d9%84%d8%af%d9%89-%d8%a7%d9%84%d8%a3%d9%85%d9%85-%d8%a7%d9%84%d9%85%d8%aa%d8%ad%d8%af%d8%a9-%d9%88%d8%b7%d9%87%d8%b1%d8%a7%d9%86-%d8%aa/","الشروع بإعداد آلية لخروج القوات الأجنبية وتقييد حركة التحالف الدولي"
"1586557223-7477","https://www.azzaman.com/category/news/page/25","الهند وباكستان تحذّران من السفر إلى العراق والفلبين تجلو رعاياها","https://www.azzaman.com/%d8%a7%d9%84%d9%87%d9%86%d8%af-%d9%88%d8%a8%d8%a7%d9%83%d8%b3%d8%aa%d8%a7%d9%86-%d8%aa%d8%ad%d8%b0%d9%91%d8%b1%d8%a7%d9%86-%d9%85%d9%86-%d8%a7%d9%84%d8%b3%d9%81%d8%b1-%d8%a5%d9%84%d9%89-%d8%a7%d9%84/","كما أمرت الفلبين بإجلاء عشرات الآلاف من مواطنيها من الشرق الأوسط بعد الهجوم الصاروخي الإيراني. وقال وزير العمل سيلفستر بيلو امس الأربعاء إن (الأمر بمغادرة إيران ولبنان جاء في أعقاب إجلاء إلزامي للمواطنين من العراق.وقال بيلو إنه سيكون كابوسا إذا تحول الصراع بين إيران والولايات المتحدة، حليفة الفلبين الوثيقة، إلى حرب شاملة لكن الحكومة مستعدة لاتخاذ إجراءات لضمان توفير فرص عمل للعائدين). وأضاف (نناشدهم العودة إلى ديارهم… عندما تتحسن الظروف يمكنهم العودة للشرق الأوسط إذا أرادوا).ويعيش أكثر من مليوني فلبيني ويعملون في الشرق الأوسط ويرسلون مليارات الدولارات من التحويلات النقدية السنوية التي يمكن أن يعطلها صراع واسع النطاق.وقال بيلو إن (أكثر من 30 ألفا من هذا الرقم يعملون في لبنان وأكثر من 1000  في إيران باستثناء العمال غير المسجلين). وذكرت وزارة الخارجية إن (أكثر من 1600  فلبيني يعملون في العراق نصفهم يقيمون في إقليم كردستان والباقي يعملون في منشآت أمريكية وغيرها من المنشآت الأجنبية في بغداد وفي المؤسسات التجارية في أربيل)."
"1586557657-8930","https://www.azzaman.com/category/news/page/21","عودة الوعي الوطني – ادهم ابراهيم","https://www.azzaman.com/%d8%b9%d9%88%d8%af%d8%a9-%d8%a7%d9%84%d9%88%d8%b9%d9%8a-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a-%d8%a7%d8%af%d9%87%d9%85-%d8%a7%d8%a8%d8%b1%d8%a7%d9%87%d9%8a%d9%85/",""
"1586557615-8784","https://www.azzaman.com/category/news/page/21","رشا 6 ملايين دولار لشخصيات عراقية بعد عملية طويلة من المناورة...","https://www.azzaman.com/%d8%b1%d8%b4%d8%a7-6-%d9%85%d9%84%d8%a7%d9%8a%d9%8a%d9%86-%d8%af%d9%88%d9%84%d8%a7%d8%b1-%d9%84%d8%b4%d8%ae%d8%b5%d9%8a%d8%a7%d8%aa-%d8%b9%d8%b1%d8%a7%d9%82%d9%8a%d8%a9-%d8%a8%d8%b9%d8%af-%d8%b9%d9%85/","وبحسب التقرير فان (محكمة في لندن استمعت الخميس، إلى ما يفيد بأن شركة استشارات النفط والغاز أونا أويل التي مقرها موناكو، دفعت رشاوى بلغت ستة ملايين دولار للفوز بعقود نفط عراقية عقب سقوط نظام صدام حسين)."
"1586556422-6568","https://www.azzaman.com/category/news/page/29","خبير يكشف عن مشروع أمريكي يقتلع الإسلاميين من حكم العراق","https://www.azzaman.com/%d8%ae%d8%a8%d9%8a%d8%b1-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a-%d9%8a%d9%82%d8%aa%d9%84%d8%b9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7/","وندد محتجون في البصرة وميسان وكربلاء بمرشحي الاحزاب لرئاسة الحكومة، وطالبوا بمرشحين مستقلين.واستعادت الاحتجاجات زخمها امس الاول إذ وقطع المتظاهرون طرقات وجسورا بالإطارات تنديدا بالطبقة الحاكمة التي فشلت حتى الآن بالاتفاق على تسمية رئيس جديد للوزراء. فيما عد المنبر العراقي استنساخ الاليات السابقة في اختيار رئيس الوزراء انتحاراً سياسياً واستهانة بتضحيات الحراك الجماهيري. بدورها اعلنت كتلة النهج الوطني عدم تأييدها لترشيح أي شخصية لرئاسة الوزراء لاتلبي تطلعات الشارع العراقي وتوجيهات المرجعية , محذرة من القرارات والخطوات التي تنطلق من دوافع حزبية أو فئوية ضيقة تغفل حراجة الوضع السياسي والاجتماعي الذي تمر به البلاد وتفاقم التوتر وتصعيد الاحتقان. في غضون ذلك  نفى ائتلاف النصرترشيح رئيسه حيدر العبادي لرئاسة الوزراء."
"1586556482-6789","https://www.azzaman.com/category/news/page/29","صالح يعتذر عن تكليف العيداني لرئاسة الحكومة ويعلن إستعداده للإستقالة من...","https://www.azzaman.com/%d8%b5%d8%a7%d9%84%d8%ad-%d9%8a%d8%b9%d8%aa%d8%b0%d8%b1-%d8%b9%d9%86-%d8%aa%d9%83%d9%84%d9%8a%d9%81-%d8%a7%d9%84%d8%b9%d9%8a%d8%af%d8%a7%d9%86%d9%8a-%d9%84%d8%b1%d8%a6%d8%a7%d8%b3%d8%a9-%d8%a7%d9%84/","وفي نطاق واجبي الذي يحتم صون الدستور وحمايته ,يجب الاشارو الى المادة 67 من الدستور والتي تلزم رئيس الجمهورية بـ “المحافظة على استقلال العراق وسيادته ووحدته وسلامة ارضيه”,  وكذلك 76 التي تلزم الرئيس بتكليف مرشح الكتلة النيابية الاكثر عددًا لتشكيل مجلس الوزراء, من دون ان يكون له حق الاعتراض ."
"1586557582-8653","https://www.azzaman.com/category/news/page/22","نائبة كردية: الإقليم عمق متجذّر لبغداد وكلنا في النهاية بسفينة العراق","https://www.azzaman.com/%d9%86%d8%a7%d8%a6%d8%a8%d8%a9-%d9%83%d8%b1%d8%af%d9%8a%d8%a9-%d8%a7%d9%84%d8%a5%d9%82%d9%84%d9%8a%d9%85-%d8%b9%d9%85%d9%82-%d9%85%d8%aa%d8%ac%d8%b0%d9%91%d8%b1-%d9%84%d8%a8%d8%ba%d8%af%d8%a7%d8%af/","السفير البريطاني لايرى مسوغات تجيز إستخدام القوة المميتة بمواجهة المحتجين"
"1586557615-8786","https://www.azzaman.com/category/news/page/21","رشا 6 ملايين دولار لشخصيات عراقية بعد عملية طويلة من المناورة...","https://www.azzaman.com/%d8%b1%d8%b4%d8%a7-6-%d9%85%d9%84%d8%a7%d9%8a%d9%8a%d9%86-%d8%af%d9%88%d9%84%d8%a7%d8%b1-%d9%84%d8%b4%d8%ae%d8%b5%d9%8a%d8%a7%d8%aa-%d8%b9%d8%b1%d8%a7%d9%82%d9%8a%d8%a9-%d8%a8%d8%b9%d8%af-%d8%b9%d9%85/","وأراد العراق تركيب ثلاث منصات عائمة في الخليج وربطها عن طريق خطي أنابيب كبيرين بصهاريج تخزين قرب حقول النفط بحيث تستطيع الناقلات تحميل الخام من البحر."
"1586557125-7179","https://www.azzaman.com/category/news/page/26","محكمة مصرية تقضي بتطبيق نظام الارث المسيحي على الأقباط","https://www.azzaman.com/%d9%85%d8%ad%d9%83%d9%85%d8%a9-%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d8%aa%d9%82%d8%b6%d9%8a-%d8%a8%d8%aa%d8%b7%d8%a8%d9%8a%d9%82-%d9%86%d8%b8%d8%a7%d9%85-%d8%a7%d9%84%d8%a7%d8%b1%d8%ab-%d8%a7%d9%84%d9%85/","وأكدت نصر الله أن “حكما مماثلا سبق أن صدر في العام 2016 لصالح مواطنة من الأقباط الارثوذكس ولكن رغم ذلك ما زالت الشريعة الاسلامية (التي تقضي بأن يرث الذكر مثل حظ الانثيين) تطبق على المسيحيين”."
"1586557298-7729","https://www.azzaman.com/category/news/page/24","(الزمان) تنشر ملخّص بنود الإتفاقية بين العراق والصين","https://www.azzaman.com/%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d8%aa%d9%86%d8%b4%d8%b1-%d9%85%d9%84%d8%ae%d9%91%d8%b5-%d8%a8%d9%86%d9%88%d8%af-%d8%a7%d9%84%d8%a5%d8%aa%d9%81%d8%a7%d9%82%d9%8a%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7/","{ سكك"
"1586556429-6578","https://www.azzaman.com/category/news/page/29","حرب لـ (الزمان) : التشريع يقصي الوطنيين وسيكون للسلاح والمال دور...","https://www.azzaman.com/%d8%ad%d8%b1%d8%a8-%d9%84%d9%80-%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%86-%d8%a7%d9%84%d8%aa%d8%b4%d8%b1%d9%8a%d8%b9-%d9%8a%d9%82%d8%b5%d9%8a-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a%d9%8a%d9%86-%d9%88/",""
"1586556754-6975","https://www.azzaman.com/category/news/page/27","العراقيون يودّعون 2019 بأزمات أمنية وسياسية مستعصية","https://www.azzaman.com/%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82%d9%8a%d9%88%d9%86-%d9%8a%d9%88%d8%af%d9%91%d8%b9%d9%88%d9%86-2019-%d8%a8%d8%a3%d8%b2%d9%85%d8%a7%d8%aa-%d8%a3%d9%85%d9%86%d9%8a%d8%a9-%d9%88%d8%b3%d9%8a%d8%a7/","واعرب مواطنون لـ (الزمان) امس عن (تطلعاتهم بأن يكون العام الجديد خال من الازمات وارقة الدماء وان تنعم البلاد بالامن والاستقرار بعد حروب مستمرة راح ضحيتها الاف من المواطنين), مؤكدين ان (ليلة رأس السنة تمثل حدثا يترقبه الجميع ويستعد الكثير من الشعوب فيه لممارسة العادات والتقاليد التي لا تخلو من المتعة والطرافة وذلك تبعاً لموروثات ومعتقدات قديمة تبعث على التفاؤل بالسنة الجديدة ليعم فيها الخير)."
"1586557266-7637","https://www.azzaman.com/category/news/page/25","ديالى تكشف عن قرار بإغلاق مخيم معسكر سعد للنازحين","https://www.azzaman.com/%d8%af%d9%8a%d8%a7%d9%84%d9%89-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a8%d8%a5%d8%ba%d9%84%d8%a7%d9%82-%d9%85%d8%ae%d9%8a%d9%85-%d9%85%d8%b9%d8%b3%d9%83%d8%b1-%d8%b3%d8%b9/","وقال قائممقام بعقوبة عبدالله الحيالي لـ (الزمان ) امس ان  (قرارا رسميا صدر من وزارة الهجرة بإغلاق مخيم معسكر سعد للنازحين في بعقوبة واعادة دمجه مع مخيم الوند في قضاء خانقين)."
"1586556415-6523","https://www.azzaman.com/category/news/page/29","أردوغان يناقش الوضع في ليبيا خلال زيارة خاطفة لتونس","https://www.azzaman.com/%d8%a3%d8%b1%d8%af%d9%88%d8%ba%d8%a7%d9%86-%d9%8a%d9%86%d8%a7%d9%82%d8%b4-%d8%a7%d9%84%d9%88%d8%b6%d8%b9-%d9%81%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%ae%d9%84%d8%a7%d9%84-%d8%b2%d9%8a%d8%a7%d8%b1/","وبيّن أردوغان “نحن علينا ان نحقق وقف اطلاق النار في ليبيا في أقرب وقت ممكن من أجل بدء المفاوضات السياسية. تونس محور استقرار في المنطقة ويمكن ان نتخذ معها خطوات مهمة”."
"1586556387-6423","https://www.azzaman.com/category/news/page/30","تحويل المحاضرين المجانيين في مدارس النجف  إلى عقود  تقديراً لجهودهم","https://www.azzaman.com/%d8%aa%d8%ad%d9%88%d9%8a%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d9%85%d8%ac%d8%a7%d9%86%d9%8a%d9%8a%d9%86-%d8%a5%d9%84%d9%89-%d8%b9%d9%82%d9%88%d8%af-%d8%aa/","وتم في وقت سابق من الشهر الماضي اصدار اكثر من امر اداري لتغيير بعض مدراء الدوائر ، في المركز والاقضية والنواحي وهم كالتالي:"
"1586557282-7697","https://www.azzaman.com/category/news/page/25","النزاهة: إستقــدام بحق مـديـر عام معمل أدوية سامراء الأسبق","https://www.azzaman.com/%d8%a7%d9%84%d9%86%d8%b2%d8%a7%d9%87%d8%a9-%d8%a5%d8%b3%d8%aa%d9%82%d9%80%d9%80%d8%af%d8%a7%d9%85-%d8%a8%d8%ad%d9%82-%d9%85%d9%80%d8%af%d9%8a%d9%80%d8%b1-%d8%b9%d8%a7%d9%85-%d9%85%d8%b9%d9%85%d9%84/","واشارت الدائرة إلى (أنَّها تلقَّت الاستمارة الخاصَّة بكشف الذمَّة الماليَّة لرئيس مجلس القضاء الأعلى سيادة القاضي(فائق زيدان خلف فرحان العبودي) للعام الجاري). وكانت الهيئة قد أفصحت نهاية العام المنصرم عن تفاصيل التعديل الأول لقانونها النافذ رقم 30 لسنة 2011  بعد إقرار مجلس النُّوَّاب التعديل، طبقاً لأحكام البند أولاً من المادَّة61  والبند ثالثاً من المادَّة 73  من الدستور، إذ أشارت المادَّة (16/ أولاً/ هـ) من التعديل إلى إلزام كلٍّ من (رئيس مجلس القضاء الأعلى والقضاة وأعضاء الادعاء العام)، فضلاً عن غيرهم ممن يشغل إحدى الوظائف والمناصب الرسمية كما تضمنته المادة في فقراتها الأخرى، بتقديم إقرار عن ذممهم الماليَّة."
"1586557541-8482","https://www.azzaman.com/category/news/page/22","هجرة خانقين  تكشف عن إنخفاض أعداد نازحي مخيمات الوند","https://www.azzaman.com/%d8%a7%d9%84%d8%b4%d9%85%d8%b1%d9%8a-%d9%8a%d8%aa%d8%b3%d9%84%d9%91%d9%85-%d9%85%d9%86%d8%b5%d8%a8-%d9%82%d8%a7%d8%a6%d8%af-%d8%b4%d8%b1%d8%b7%d8%a9-%d9%85%d8%ad%d8%a7%d9%81%d8%b8%d8%a9-%d8%af%d9%8a/","فيما أفاد مصدر أمني من محافظة ديالى ، لــ ( الزمان ) أمس أن شرطة المحافظة شكـــــــــلت لجنة تحقيق عاجــــــــــلة، بشـــــــــــأن استهداف منزل النائبة عن تحــــــــالف “سائرون”، هوزان الشمري، ليلة الجمعة ، بقضاء الخالص، شمالي ديالى)."
